,carcatvalue_2,carcatvalue_3,card2_2,card2_3,card2_4,card2_5,card_2,card_3,card_4,card_5,cardtenurecat_3,cardtenurecat_5,carown_0,carown_1,commute_4,inccat_2,inccat_3,inccat_4,inccat_5,reason_2,retire_1,spousedcat_1,spousedcat_4,total_spend_bx,actual_total_spend,pred_total_spend,Deciles
532,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.804399141234126,115.47999999999995,300.11980350009674,2
2772,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,8.083704615430705,214.5200000000002,259.81611417643046,0
1626,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9.569287465572549,413.52000000000004,365.3645276987313,4
3578,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,7.585175314174537,169.62000000000006,312.84094188933403,2
848,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.119553383403959,519.5399999999998,227.50110261165855,0
1036,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,7.81857799513702,189.51999999999998,357.3528439819235,3
423,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.001669798042727,324.1399999999999,363.3539326676491,4
2221,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9.788034836355664,453.2000000000001,413.00459514146786,5
2264,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9.413864098796859,387.1700000000001,220.83184361047498,0
4030,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,6.63161982808045,105.75000000000003,271.5000347077907,1
4954,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10.597715287135017,629.79,258.8990002399241,0
692,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.71510453192421,659.7299999999997,703.0553918634242,9
2628,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.406876764633383,386.0200000000002,320.1746326253931,2
2388,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.636208429297088,425.32999999999953,621.8366896655249,8
352,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.780920558236202,451.8600000000004,616.9851396276051,8
4478,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.386789898307915,855.5900000000001,786.3766306210782,9
4842,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.278484833328552,234.63999999999993,443.4387153026624,5
4299,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.69618943000095,283.29999999999995,324.6196501545892,2
2736,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,8.61844316191765,273.64000000000004,237.33703659558063,0
1832,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8.201377751228433,226.49000000000007,589.8143433770116,8
2631,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.39003412507289,383.2600000000001,328.62136639577494,3
2023,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.503335365815094,606.5699999999996,286.154742110198,1
100,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,10.23107865916381,543.6500000000003,674.8283676553625,8
2973,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.04641013689148,504.23,599.881341573189,8
2527,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,7.834973088018104,190.98999999999992,604.6191293170428,8
300,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.051581390994034,331.2700000000004,294.2433950090737,1
4042,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.591224344931643,417.3600000000001,427.0828205798997,5
1226,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,7.892549384328703,196.23000000000002,302.1686807430445,2
3638,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,6.812083923371429,115.93000000000002,404.2767574383009,5
3697,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,7.815666851854616,189.26,313.0814765132507,2
2647,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8.200609168477708,226.40999999999985,316.20566791069217,2
4033,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.050680488280366,78.0,338.5998376892332,3
1606,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,10.2641448213261,550.9799999999998,358.5129524403705,3
1349,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,9.036279883689508,329.07000000000033,227.20975144328304,0
3079,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,8.847348191990392,302.92000000000036,333.637501130342,3
1221,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.001811112398531,324.15999999999997,338.5998376892332,3
4948,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.78492707639756,678.1100000000001,789.5529592107684,9
3295,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.473024169547951,599.27,688.8518732106802,8
3806,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,7.235585412953112,143.17000000000016,219.45684801342142,0
1970,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.515124569561247,58.19760000000002,222.2516719458485,0
1718,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.459599368031519,394.77,266.0621273082139,1
1138,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,8.113118194564866,217.45999999999952,395.3632208116528,4
2900,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.788405982262317,453.2699999999998,443.4387153026624,5
4608,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,10.841712875797931,693.3799999999999,653.4344660124075,8
4094,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.2313128402271465,142.86999999999998,245.07847575278782,0
2862,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.52065124944106,900.0600000000002,916.0270846745219,9
1424,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,11.77670543335723,990.6599999999999,1202.4619426972272,9
1413,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.799977690817185,296.65000000000015,412.2808058568929,5
3078,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.768304376476038,292.5199999999997,314.8123014490539,2
2257,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,9.635536502678018,425.21000000000095,369.44551921043876,4
782,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.042923736357352,503.5099999999995,510.0265734688899,7
2239,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.770802104547286,449.95999999999947,649.0454052754856,8
3233,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,8.083302055442305,214.4800000000001,291.123059980874,1
1636,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11.554781429372072,911.71,533.0507016406016,7
1156,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,10.553951543987278,618.9299999999998,499.8044656641641,7
4247,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.183135211226277,350.71000000000043,338.6737564599175,3
3850,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.4362302488856695,157.88000000000005,266.0621273082139,1
986,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.471820923066158,160.61999999999995,309.24950242159485,2
1661,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,10.135123673001203,522.8499999999997,629.659595030571,8
734,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.872658880268236,119.52999999999999,325.21161124191445,3
4068,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,7.191205451880028,140.08000000000013,331.23036889139945,3
1147,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,11.015337781760419,741.9099999999997,489.9666811238583,6
95,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.277696891274294,365.2799999999992,366.1836813612052,4
364,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,8.922717961317348,313.13000000000005,310.443196211933,2
4451,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.59550673621122,925.7800000000004,353.47568030991846,3
1025,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.353836550505034,151.68999999999983,276.59186087147305,1
2143,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.679318700094335,433.08999999999986,267.46328036482254,1
4369,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10.305205925140719,560.2000000000002,312.85205216560803,2
1463,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8.778930090469899,293.9,483.6662608159705,6
3842,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.98457472691707,491.59000000000026,487.3287995866262,6
729,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.270372664152617,552.3700000000001,487.3287995866262,6
3663,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,8.71255327260204,285.36999999999944,500.2675987513279,7
3002,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,9.056293335890656,331.95000000000005,238.7641725802189,0
832,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,9.893204914079673,473.4100000000002,236.70707661188248,0
3710,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.754302461752681,290.7099999999999,416.1887658882671,5
3810,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.682459148734939,433.66,228.75607446648937,0
3011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.850128790262285,118.18000000000002,277.55599737550483,1
3310,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.317329028743828,238.84000000000023,277.2196370380755,1
1265,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,13.387153617231618,1760.1024000000039,488.74902885366123,6
282,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11.731032249040112,973.9500000000004,630.4188201010743,8
4865,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,10.037928814460303,502.48000000000013,385.46119421931814,4
2630,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.198109666808547,226.1499999999999,256.0475465000614,0
1242,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,10.74493643127131,667.53,433.1361301639011,5
530,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,11.540852525056177,906.9400000000006,643.773320114819,8
358,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.88813111021373,706.0799999999992,331.94133692866876,3
894,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9.122217897135764,341.59,481.01882893596553,6
3523,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,11.13655154846371,777.49,560.2513044891245,7
3005,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,13.387153617231618,1760.1024000000039,798.116388499268,9
3419,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.423589766664486,250.65999999999977,435.1650590423822,5
4995,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,12.781234552017777,1425.6699999999996,978.6308877732632,9
184,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,9.52214437874869,405.37000000000035,471.8299138796447,6
1217,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.700595830319017,64.49999999999999,215.57316832423896,0
1623,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.948610931485732,201.45000000000002,300.11980350009674,2
580,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.830823434081898,300.7199999999998,719.2363759784423,9
3123,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10.83404122003285,691.3,810.7874084402891,9
3019,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,9.275272010883189,364.9000000000002,669.5372888479816,8
778,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,11.310694802997054,831.1600000000011,547.5338450491786,7
4209,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.080885344016362,214.2399999999999,266.0621273082139,1
470,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10.160112520015142,528.2000000000006,521.051326794609,7
436,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.325958868713615,564.9099999999997,387.74580793659777,4
528,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,8.979888950738316,321.0699999999999,255.59926640400337,0
3737,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10.796842468806446,681.2900000000008,616.9851396276051,8
2703,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8.550244535541712,265.4000000000003,327.55019626082907,3
2286,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,8.31199982505793,238.2599999999997,466.4796075176804,6
2127,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9.432731882839283,390.28999999999917,586.036803359757,8
4433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.201848161293709,537.2399999999999,794.7897652530107,9
1977,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,13.331555833592924,1726.8499999999985,800.081023714578,9
3054,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.108257868712794,517.15,387.74580793659777,4
1152,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,13.387000376332043,1760.0099999999982,978.6308877732632,9
25,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,8.772852498015217,293.1099999999997,364.07891277255305,4
1821,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,10.210863294213953,539.2100000000005,914.2082552082699,9
3404,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8.486231182359328,257.86000000000007,618.2187428220006,8
4444,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,9.048250321050622,330.79000000000036,475.7822514353346,6
3307,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.304030628861527,148.05000000000004,249.1697977930974,0
2632,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,8.80348204914597,297.10999999999996,373.2861236253413,4
757,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,11.144355738722513,779.8300000000002,483.61000506682285,6
962,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,6.288660623141118,88.49999999999996,302.0099116672906,2
3745,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.011499427985168,497.0599999999998,296.6643251233496,1
2414,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7.879044504823469,194.99,593.7970754275223,8
220,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,8.580011332267201,268.9699999999999,470.1666923422032,6
3489,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8.179381429740683,224.20999999999975,387.74580793659777,4
4355,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.453534000885108,254.07999999999987,295.0512751330479,1
1757,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.524355890956308,100.06999999999995,236.07740372978748,0
4570,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.99741711676823,736.77,800.081023714578,9
1323,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,9.088910578465592,336.6899999999996,230.13958746090094,0
953,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,10.426874087894905,588.3000000000001,472.6090593276511,6
4644,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,11.130367313887476,775.6400000000003,626.758122696665,8
3172,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.102487185442294,338.68000000000006,328.62136639577494,3
1544,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.841501385739592,463.37999999999954,324.6196501545892,2
2516,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.415805238349934,387.49,497.04718973880875,6
4988,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,9.422709406125657,388.62999999999994,269.08517002932433,1
271,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10.875956824745609,702.7300000000001,943.8392803602418,9
749,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.22774394968608,357.5199999999996,320.1746326253931,2
4319,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8.11957517887384,218.10999999999973,253.94967111634685,0
365,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.979874923627805,75.09000000000002,300.11980350009674,2
481,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8.551753569383552,265.58000000000004,398.77708507049897,4
4928,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8.808121971585145,297.7200000000001,376.39927627070745,4
4092,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.767532729710357,292.42000000000024,483.71991161115056,6
4195,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,12.285404931905697,1194.030000000001,684.7678678625441,8
1972,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,8.522591870067883,262.12,304.39380261346105,2
4933,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,10.525843857907711,612.0399999999994,450.25862167885,6
2953,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,11.329528127766732,837.1500000000001,499.5431347801314,7
4394,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,10.006105414754316,495.96000000000106,547.9049354352821,7
4885,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.187024567807503,224.9999999999998,322.6551860689978,2
3205,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,10.973296802216462,729.9000000000004,324.55971242526357,2
3560,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,9.486857001389302,399.36000000000047,417.9399951879291,5
1550,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10.045345300549718,504.0100000000001,327.55019626082907,3
2567,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.194866201220883,352.4899999999999,240.1760916445553,0
4213,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.761641088353441,184.48999999999995,261.59393259808786,0
1331,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,8.851986597414008,303.5399999999999,227.03542605660527,0
176,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,10.40875362707648,584.0399999999998,704.8436271248239,9
3358,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.250620668320801,144.23000000000005,314.8123014490539,2
1748,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.284818944052754,822.99,516.3084408534405,7
3160,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.805478542550086,456.4999999999998,329.5401524225968,3
126,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9.394682292887829,384.0199999999998,582.5333009928484,8
3344,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,10.381014882474286,577.57,683.9245778363234,8
941,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.7656756967334,449.0000000000001,444.2089604811471,5
3708,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8.82720427523535,300.2399999999999,415.44305815878096,5
2704,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.9933431674439985,205.69999999999985,240.85502124821926,0
4912,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9.349767848939523,376.7300000000001,543.9546986009038,7
612,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,9.681357639841268,433.4600000000002,464.86589121065913,6
2913,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,8.55116682703125,265.5099999999999,430.8602173675364,5
2964,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9.771122193837954,450.02000000000015,511.61868190696396,7
3773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.419026956295319,156.56999999999994,526.4662787697076,7
2134,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11.338323374964968,839.9600000000002,780.7987293715187,9
4916,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,8.831576802561457,300.8200000000004,541.4478943153581,7
1742,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,8.273073915223812,234.06000000000023,391.6704707800521,4
4854,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.581850503809238,169.34999999999997,450.09160224897096,6
4221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.06623188349581,1102.4099999999999,698.6209722583063,9
1022,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,8.988636810581276,322.2999999999998,350.48181476316006,3
355,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.113760216065575,340.34000000000015,274.0567547908975,1
3821,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,8.809337652126663,297.8800000000002,346.0403597772297,3
4465,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.515124569561247,58.19760000000002,248.8239316445919,0
2359,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,12.23083549809742,1170.6300000000012,485.2243902001565,6
419,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.049291724967091,330.94000000000005,805.5148267871981,9
4125,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.415402388533503,585.5999999999999,456.5998320344173,6
157,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,9.736609451457172,443.59000000000015,296.00337608922644,1
1193,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,9.671977194275021,431.7599999999999,529.3174751439435,7
4923,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11.763408410503244,985.7699999999995,800.081023714578,9
4476,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8.362365462586135,243.79,455.0429696528311,6
2627,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.300309844827934,368.8399999999998,331.23036889139945,3
4832,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.749644460139832,290.10999999999996,343.07249223389243,3
4889,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,10.001979444498955,495.1200000000004,398.8550980069574,4
4381,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.164175926825479,785.7999999999995,338.5998376892332,3
545,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.5499929446667,265.36999999999995,294.2433950090737,1
2898,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9.018925479054026,326.59000000000003,301.5362136566273,2
